id,user,title,content,photo1,photo2,photo3,created_at,updated_at
rabbit0624,Djangoよくわからん,"Djangoを使ってWebアプリを開発中
本に書かれた通りに進めているので，出来上がっているがコードはよくわかってない
これから解読するつもりだ！",realesrgan.png,,,2023-03-30 13:55:40.861250+00:00,2023-03-30 14:00:06.377960+00:00
